produktionsslag	månad	Eltillförsel netto, GWh
vattenkraft (inkl pumpkraft), netto	2015M07	6050
vattenkraft (inkl pumpkraft), netto	2015M08	6632
vattenkraft (inkl pumpkraft), netto	2015M09	5331
vattenkraft (inkl pumpkraft), netto	2015M10	6815
vattenkraft (inkl pumpkraft), netto	2015M11	6237
vattenkraft (inkl pumpkraft), netto	2015M12	5605
vattenkraft (inkl pumpkraft), netto	2016M01	7199
vattenkraft (inkl pumpkraft), netto	2016M02	6660
vattenkraft (inkl pumpkraft), netto	2016M03	6332
vattenkraft (inkl pumpkraft), netto	2016M04	5503
vattenkraft (inkl pumpkraft), netto	2016M05	5549
vattenkraft (inkl pumpkraft), netto	2016M06	4639
vattenkraft (inkl pumpkraft), netto	2016M07	3765
vattenkraft (inkl pumpkraft), netto	2016M08	3900
vattenkraft (inkl pumpkraft), netto	2016M09	4357
vattenkraft (inkl pumpkraft), netto	2016M10	4553
vattenkraft (inkl pumpkraft), netto	2016M11	4448
vattenkraft (inkl pumpkraft), netto	2016M12	4338
vattenkraft (inkl pumpkraft), netto	2017M01	5807
vattenkraft (inkl pumpkraft), netto	2017M02	5457
vattenkraft (inkl pumpkraft), netto	2017M03	5419
vattenkraft (inkl pumpkraft), netto	2017M04	4753
vattenkraft (inkl pumpkraft), netto	2017M05	4626
vattenkraft (inkl pumpkraft), netto	2017M06	4102
vattenkraft (inkl pumpkraft), netto	2017M07	5144
vattenkraft (inkl pumpkraft), netto	2017M08	5369
vattenkraft (inkl pumpkraft), netto	2017M09	5842
vattenkraft (inkl pumpkraft), netto	2017M10	5507
vattenkraft (inkl pumpkraft), netto	2017M11	5908
vattenkraft (inkl pumpkraft), netto	2017M12	6004
vattenkraft (inkl pumpkraft), netto	2018M01	6736
vattenkraft (inkl pumpkraft), netto	2018M02	6650
vattenkraft (inkl pumpkraft), netto	2018M03	6591
vattenkraft (inkl pumpkraft), netto	2018M04	4922
vattenkraft (inkl pumpkraft), netto	2018M05	6071
vattenkraft (inkl pumpkraft), netto	2018M06	3863
vattenkraft (inkl pumpkraft), netto	2018M07	3142
vattenkraft (inkl pumpkraft), netto	2018M08	3617
vattenkraft (inkl pumpkraft), netto	2018M09	3863
vattenkraft (inkl pumpkraft), netto	2018M10	3962
vattenkraft (inkl pumpkraft), netto	2018M11	5470
vattenkraft (inkl pumpkraft), netto	2018M12	6125
vattenkraft (inkl pumpkraft), netto	2019M01	6407
vattenkraft (inkl pumpkraft), netto	2019M02	5456
vattenkraft (inkl pumpkraft), netto	2019M03	5766
vattenkraft (inkl pumpkraft), netto	2019M04	5380
vattenkraft (inkl pumpkraft), netto	2019M05	5368
vattenkraft (inkl pumpkraft), netto	2019M06	4889
vattenkraft (inkl pumpkraft), netto	2019M07	4950
vattenkraft (inkl pumpkraft), netto	2019M08	3827
vattenkraft (inkl pumpkraft), netto	2019M09	4464
vattenkraft (inkl pumpkraft), netto	2019M10	5660
vattenkraft (inkl pumpkraft), netto	2019M11	6333
vattenkraft (inkl pumpkraft), netto	2019M12	6122
vattenkraft (inkl pumpkraft), netto	2020M01	5933
vattenkraft (inkl pumpkraft), netto	2020M02	6454
vattenkraft (inkl pumpkraft), netto	2020M03	7003
vattenkraft (inkl pumpkraft), netto	2020M04	6218
vattenkraft (inkl pumpkraft), netto	2020M05	6086
vattenkraft (inkl pumpkraft), netto	2020M06	5340
vattenkraft (inkl pumpkraft), netto	2020M07	4692
vattenkraft (inkl pumpkraft), netto	2020M08	5866
vattenkraft (inkl pumpkraft), netto	2020M09	4641
vattenkraft (inkl pumpkraft), netto	2020M10	5702
vattenkraft (inkl pumpkraft), netto	2020M11	6190
vattenkraft (inkl pumpkraft), netto	2020M12	7114
vindkraft	1974M01	..
vindkraft	1974M02	..
vindkraft	1974M03	..
vindkraft	1974M04	..
vindkraft	1974M05	..
vindkraft	1974M06	..
vindkraft	1974M07	..
vindkraft	1974M08	..
vindkraft	1974M09	..
vindkraft	1974M10	..
vindkraft	1974M11	..
vindkraft	1974M12	..
vindkraft	1975M01	..
vindkraft	1975M02	..
vindkraft	1975M03	..
vindkraft	1975M04	..
vindkraft	1975M05	..
vindkraft	1975M06	..
vindkraft	1975M07	..
vindkraft	1975M08	..
vindkraft	1975M09	..
vindkraft	1975M10	..
vindkraft	1975M11	..
vindkraft	1975M12	..
vindkraft	1976M01	..
vindkraft	1976M02	..
vindkraft	1976M03	..
vindkraft	1976M04	..
vindkraft	1976M05	..
vindkraft	1976M06	..
vindkraft	1976M07	..
vindkraft	1976M08	..
vindkraft	1976M09	..
vindkraft	1976M10	..
vindkraft	1976M11	..
vindkraft	1976M12	..
vindkraft	1977M01	..
vindkraft	1977M02	..
vindkraft	1977M03	..
vindkraft	1977M04	..
vindkraft	1977M05	..
vindkraft	1977M06	..
vindkraft	1977M07	..
vindkraft	1977M08	..
vindkraft	1977M09	..
vindkraft	1977M10	..
vindkraft	1977M11	..
vindkraft	1977M12	..
vindkraft	1978M01	..
vindkraft	1978M02	..
vindkraft	1978M03	..
vindkraft	1978M04	..
vindkraft	1978M05	..
vindkraft	1978M06	..
vindkraft	1978M07	..
vindkraft	1978M08	..
vindkraft	1978M09	..
vindkraft	1978M10	..
vindkraft	1978M11	..
vindkraft	1978M12	..
vindkraft	1979M01	..
vindkraft	1979M02	..
vindkraft	1979M03	..
vindkraft	1979M04	..
vindkraft	1979M05	..
vindkraft	1979M06	..
vindkraft	1979M07	..
vindkraft	1979M08	..
vindkraft	1979M09	..
vindkraft	1979M10	..
vindkraft	1979M11	..
vindkraft	1979M12	..
vindkraft	1980M01	..
vindkraft	1980M02	..
vindkraft	1980M03	..
vindkraft	1980M04	..
vindkraft	1980M05	..
vindkraft	1980M06	..
vindkraft	1980M07	..
vindkraft	1980M08	..
vindkraft	1980M09	..
vindkraft	1980M10	..
vindkraft	1980M11	..
vindkraft	1980M12	..
vindkraft	1981M01	..
vindkraft	1981M02	..
vindkraft	1981M03	..
vindkraft	1981M04	..
vindkraft	1981M05	..
vindkraft	1981M06	..
vindkraft	1981M07	..
vindkraft	1981M08	..
vindkraft	1981M09	..
vindkraft	1981M10	..
vindkraft	1981M11	..
vindkraft	1981M12	..
vindkraft	1982M01	..
vindkraft	1982M02	..
vindkraft	1982M03	..
vindkraft	1982M04	..
vindkraft	1982M05	..
vindkraft	1982M06	..
vindkraft	1982M07	..
vindkraft	1982M08	..
vindkraft	1982M09	..
vindkraft	1982M10	..
vindkraft	1982M11	..
vindkraft	1982M12	..
vindkraft	1983M01	..
vindkraft	1983M02	..
vindkraft	1983M03	..
vindkraft	1983M04	..
vindkraft	1983M05	..
vindkraft	1983M06	..
vindkraft	1983M07	..
vindkraft	1983M08	..
vindkraft	1983M09	..
vindkraft	1983M10	..
vindkraft	1983M11	..
vindkraft	1983M12	..
vindkraft	1984M01	..
vindkraft	1984M02	..
vindkraft	1984M03	..
vindkraft	1984M04	..
vindkraft	1984M05	..
vindkraft	1984M06	..
vindkraft	1984M07	..
vindkraft	1984M08	..
vindkraft	1984M09	..
vindkraft	1984M10	..
vindkraft	1984M11	..
vindkraft	1984M12	..
vindkraft	1985M01	..
vindkraft	1985M02	..
vindkraft	1985M03	..
vindkraft	1985M04	..
vindkraft	1985M05	..
vindkraft	1985M06	..
vindkraft	1985M07	..
vindkraft	1985M08	..
vindkraft	1985M09	..
vindkraft	1985M10	..
vindkraft	1985M11	..
vindkraft	1985M12	..
vindkraft	1986M01	..
vindkraft	1986M02	..
vindkraft	1986M03	..
vindkraft	1986M04	..
vindkraft	1986M05	..
vindkraft	1986M06	..
vindkraft	1986M07	..
vindkraft	1986M08	..
vindkraft	1986M09	..
vindkraft	1986M10	..
vindkraft	1986M11	..
vindkraft	1986M12	..
vindkraft	1987M01	..
vindkraft	1987M02	..
vindkraft	1987M03	..
vindkraft	1987M04	..
vindkraft	1987M05	..
vindkraft	1987M06	..
vindkraft	1987M07	..
vindkraft	1987M08	..
vindkraft	1987M09	..
vindkraft	1987M10	..
vindkraft	1987M11	..
vindkraft	1987M12	..
vindkraft	1988M01	..
vindkraft	1988M02	..
vindkraft	1988M03	..
vindkraft	1988M04	..
vindkraft	1988M05	..
vindkraft	1988M06	..
vindkraft	1988M07	..
vindkraft	1988M08	..
vindkraft	1988M09	..
vindkraft	1988M10	..
vindkraft	1988M11	..
vindkraft	1988M12	..
vindkraft	1989M01	..
vindkraft	1989M02	..
vindkraft	1989M03	..
vindkraft	1989M04	..
vindkraft	1989M05	..
vindkraft	1989M06	..
vindkraft	1989M07	..
vindkraft	1989M08	..
vindkraft	1989M09	..
vindkraft	1989M10	..
vindkraft	1989M11	..
vindkraft	1989M12	..
vindkraft	1990M01	..
vindkraft	1990M02	..
vindkraft	1990M03	..
vindkraft	1990M04	..
vindkraft	1990M05	..
vindkraft	1990M06	..
vindkraft	1990M07	..
vindkraft	1990M08	..
vindkraft	1990M09	..
vindkraft	1990M10	..
vindkraft	1990M11	..
vindkraft	1990M12	..
vindkraft	1991M01	..
vindkraft	1991M02	..
vindkraft	1991M03	..
vindkraft	1991M04	..
vindkraft	1991M05	..
vindkraft	1991M06	..
vindkraft	1991M07	..
vindkraft	1991M08	..
vindkraft	1991M09	..
vindkraft	1991M10	..
vindkraft	1991M11	..
vindkraft	1991M12	..
vindkraft	1992M01	..
vindkraft	1992M02	..
vindkraft	1992M03	..
vindkraft	1992M04	..
vindkraft	1992M05	..
vindkraft	1992M06	..
vindkraft	1992M07	..
vindkraft	1992M08	..
vindkraft	1992M09	..
vindkraft	1992M10	..
vindkraft	1992M11	..
vindkraft	1992M12	..
vindkraft	1993M01	..
vindkraft	1993M02	..
vindkraft	1993M03	..
vindkraft	1993M04	..
vindkraft	1993M05	..
vindkraft	1993M06	..
vindkraft	1993M07	..
vindkraft	1993M08	..
vindkraft	1993M09	..
vindkraft	1993M10	..
vindkraft	1993M11	..
vindkraft	1993M12	..
vindkraft	1994M01	..
vindkraft	1994M02	..
vindkraft	1994M03	..
vindkraft	1994M04	..
vindkraft	1994M05	..
vindkraft	1994M06	..
vindkraft	1994M07	..
vindkraft	1994M08	..
vindkraft	1994M09	..
vindkraft	1994M10	..
vindkraft	1994M11	..
vindkraft	1994M12	..
vindkraft	1995M01	..
vindkraft	1995M02	..
vindkraft	1995M03	..
vindkraft	1995M04	..
vindkraft	1995M05	..
vindkraft	1995M06	..
vindkraft	1995M07	..
vindkraft	1995M08	..
vindkraft	1995M09	..
vindkraft	1995M10	..
vindkraft	1995M11	..
vindkraft	1995M12	..
vindkraft	1996M01	..
vindkraft	1996M02	..
vindkraft	1996M03	..
vindkraft	1996M04	..
vindkraft	1996M05	..
vindkraft	1996M06	..
vindkraft	1996M07	..
vindkraft	1996M08	..
vindkraft	1996M09	..
vindkraft	1996M10	..
vindkraft	1996M11	..
vindkraft	1996M12	..
vindkraft	1997M01	16
vindkraft	1997M02	36
vindkraft	1997M03	25
vindkraft	1997M04	24
vindkraft	1997M05	14
vindkraft	1997M06	9
vindkraft	1997M07	8
vindkraft	1997M08	5
vindkraft	1997M09	22
vindkraft	1997M10	19
vindkraft	1997M11	12
vindkraft	1997M12	14
vindkraft	1998M01	26
vindkraft	1998M02	37
vindkraft	1998M03	24
vindkraft	1998M04	18
vindkraft	1998M05	17
vindkraft	1998M06	19
vindkraft	1998M07	20
vindkraft	1998M08	24
vindkraft	1998M09	17
vindkraft	1998M10	45
vindkraft	1998M11	17
vindkraft	1998M12	37
vindkraft	1999M01	37
vindkraft	1999M02	32
vindkraft	1999M03	26
vindkraft	1999M04	30
vindkraft	1999M05	23
vindkraft	1999M06	18
vindkraft	1999M07	17
vindkraft	1999M08	15
vindkraft	1999M09	24
vindkraft	1999M10	46
vindkraft	1999M11	42
vindkraft	1999M12	59
vindkraft	2000M01	59
vindkraft	2000M02	54
vindkraft	2000M03	50
vindkraft	2000M04	23
vindkraft	2000M05	27
vindkraft	2000M06	34
vindkraft	2000M07	21
vindkraft	2000M08	22
vindkraft	2000M09	31
vindkraft	2000M10	44
vindkraft	2000M11	40
vindkraft	2000M12	36
vindkraft	2001M01	35
vindkraft	2001M02	48
vindkraft	2001M03	31
vindkraft	2001M04	32
vindkraft	2001M05	35
vindkraft	2001M06	27
vindkraft	2001M07	24
vindkraft	2001M08	36
vindkraft	2001M09	29
vindkraft	2001M10	49
vindkraft	2001M11	59
vindkraft	2001M12	46
vindkraft	2002M01	75
vindkraft	2002M02	85
vindkraft	2002M03	70
vindkraft	2002M04	34
vindkraft	2002M05	40
vindkraft	2002M06	48
vindkraft	2002M07	38
vindkraft	2002M08	26
vindkraft	2002M09	33
vindkraft	2002M10	60
vindkraft	2002M11	48
vindkraft	2002M12	53
vindkraft	2003M01	78
vindkraft	2003M02	31
vindkraft	2003M03	49
vindkraft	2003M04	63
vindkraft	2003M05	49
vindkraft	2003M06	47
vindkraft	2003M07	24
vindkraft	2003M08	44
vindkraft	2003M09	51
vindkraft	2003M10	53
vindkraft	2003M11	46
vindkraft	2003M12	96
vindkraft	2004M01	71
vindkraft	2004M02	70
vindkraft	2004M03	81
vindkraft	2004M04	50
vindkraft	2004M05	67
vindkraft	2004M06	59
vindkraft	2004M07	45
vindkraft	2004M08	53
vindkraft	2004M09	88
vindkraft	2004M10	81
vindkraft	2004M11	83
vindkraft	2004M12	104
vindkraft	2005M01	143
vindkraft	2005M02	93
vindkraft	2005M03	65
vindkraft	2005M04	68
vindkraft	2005M05	53
vindkraft	2005M06	57
vindkraft	2005M07	42
vindkraft	2005M08	59
vindkraft	2005M09	72
vindkraft	2005M10	83
vindkraft	2005M11	103
vindkraft	2005M12	93
vindkraft	2006M01	90
vindkraft	2006M02	66
vindkraft	2006M03	70
vindkraft	2006M04	72
vindkraft	2006M05	79
vindkraft	2006M06	54
vindkraft	2006M07	40
vindkraft	2006M08	41
vindkraft	2006M09	82
vindkraft	2006M10	91
vindkraft	2006M11	129
vindkraft	2006M12	174
vindkraft	2007M01	184
vindkraft	2007M02	109
vindkraft	2007M03	125
vindkraft	2007M04	113
vindkraft	2007M05	85
vindkraft	2007M06	64
vindkraft	2007M07	100
vindkraft	2007M08	91
vindkraft	2007M09	136
vindkraft	2007M10	94
vindkraft	2007M11	155
vindkraft	2007M12	174
vindkraft	2008M01	277
vindkraft	2008M02	231
vindkraft	2008M03	197
vindkraft	2008M04	93
vindkraft	2008M05	63
vindkraft	2008M06	129
vindkraft	2008M07	85
vindkraft	2008M08	145
vindkraft	2008M09	122
vindkraft	2008M10	259
vindkraft	2008M11	247
vindkraft	2008M12	148
vindkraft	2009M01	214
vindkraft	2009M02	128
vindkraft	2009M03	196
vindkraft	2009M04	136
vindkraft	2009M05	190
vindkraft	2009M06	171
vindkraft	2009M07	167
vindkraft	2009M08	191
vindkraft	2009M09	296
vindkraft	2009M10	253
vindkraft	2009M11	333
vindkraft	2009M12	210
vindkraft	2010M01	253
vindkraft	2010M02	200
vindkraft	2010M03	280
vindkraft	2010M04	240
vindkraft	2010M05	216
vindkraft	2010M06	188
vindkraft	2010M07	240
vindkraft	2010M08	227
vindkraft	2010M09	328
vindkraft	2010M10	458
vindkraft	2010M11	469
vindkraft	2010M12	380
vindkraft	2011M01	465
vindkraft	2011M02	497
vindkraft	2011M03	636
vindkraft	2011M04	416
vindkraft	2011M05	448
vindkraft	2011M06	341
vindkraft	2011M07	289
vindkraft	2011M08	344
vindkraft	2011M09	552
vindkraft	2011M10	672
vindkraft	2011M11	545
vindkraft	2011M12	881
vindkraft	2012M01	631
vindkraft	2012M02	669
vindkraft	2012M03	768
vindkraft	2012M04	516
vindkraft	2012M05	527
vindkraft	2012M06	425
vindkraft	2012M07	416
vindkraft	2012M08	352
vindkraft	2012M09	742
vindkraft	2012M10	639
vindkraft	2012M11	804
vindkraft	2012M12	670
vindkraft	2013M01	765
vindkraft	2013M02	562
vindkraft	2013M03	890
vindkraft	2013M04	889
vindkraft	2013M05	697
vindkraft	2013M06	542
vindkraft	2013M07	611
vindkraft	2013M08	537
vindkraft	2013M09	625
vindkraft	2013M10	1079
vindkraft	2013M11	1109
vindkraft	2013M12	1585
vindkraft	2014M01	1214
vindkraft	2014M02	872
vindkraft	2014M03	1200
vindkraft	2014M04	902
vindkraft	2014M05	682
vindkraft	2014M06	612
vindkraft	2014M07	525
vindkraft	2014M08	751
vindkraft	2014M09	779
vindkraft	2014M10	1312
vindkraft	2014M11	1019
vindkraft	2014M12	1607
vindkraft	2015M01	1624
vindkraft	2015M02	1589
vindkraft	2015M03	1498
vindkraft	2015M04	1404
vindkraft	2015M05	1273
vindkraft	2015M06	1078
vindkraft	2015M07	924
vindkraft	2015M08	903
vindkraft	2015M09	1157
vindkraft	2015M10	1256
vindkraft	2015M11	1572
vindkraft	2015M12	2340
vindkraft	2016M01	1440
vindkraft	2016M02	1423
vindkraft	2016M03	1030
vindkraft	2016M04	1087
vindkraft	2016M05	890
vindkraft	2016M06	931
vindkraft	2016M07	842
vindkraft	2016M08	1195
vindkraft	2016M09	1019
vindkraft	2016M10	1448
vindkraft	2016M11	1783
vindkraft	2016M12	2338
vindkraft	2017M01	1983
vindkraft	2017M02	1370
vindkraft	2017M03	1716
vindkraft	2017M04	1453
vindkraft	2017M05	1090
vindkraft	2017M06	1315
vindkraft	2017M07	1022
vindkraft	2017M08	1134
vindkraft	2017M09	1011
vindkraft	2017M10	1931
vindkraft	2017M11	1645
vindkraft	2017M12	1837
vindkraft	2018M01	1514
vindkraft	2018M02	1128
vindkraft	2018M03	1160
vindkraft	2018M04	1289
vindkraft	2018M05	1034
vindkraft	2018M06	1328
vindkraft	2018M07	653
vindkraft	2018M08	1294
vindkraft	2018M09	1948
vindkraft	2018M10	1988
vindkraft	2018M11	1661
vindkraft	2018M12	1642
vindkraft	2019M01	1840
vindkraft	2019M02	2086
vindkraft	2019M03	2375
vindkraft	2019M04	1326
vindkraft	2019M05	1409
vindkraft	2019M06	1357
vindkraft	2019M07	1055
vindkraft	2019M08	1197
vindkraft	2019M09	1657
vindkraft	2019M10	1638
vindkraft	2019M11	1484
vindkraft	2019M12	2478
vindkraft	2020M01	3514
vindkraft	2020M02	3051
vindkraft	2020M03	2975
vindkraft	2020M04	2503
vindkraft	2020M05	1668
vindkraft	2020M06	1152
vindkraft	2020M07	1770
vindkraft	2020M08	1204
vindkraft	2020M09	2369
vindkraft	2020M10	2227
vindkraft	2020M11	3120
vindkraft	2020M12	2036
kärnkraft (kondens), netto	1974M01	330
kärnkraft (kondens), netto	1974M02	272
kärnkraft (kondens), netto	1974M03	198
kärnkraft (kondens), netto	1974M04	259
kärnkraft (kondens), netto	1974M05	155
kärnkraft (kondens), netto	1974M06	..
kärnkraft (kondens), netto	1974M07	..
kärnkraft (kondens), netto	1974M08	23
kärnkraft (kondens), netto	1974M09	..
kärnkraft (kondens), netto	1974M10	102
kärnkraft (kondens), netto	1974M11	147
kärnkraft (kondens), netto	1974M12	416
kärnkraft (kondens), netto	1975M01	719
kärnkraft (kondens), netto	1975M02	724
kärnkraft (kondens), netto	1975M03	987
kärnkraft (kondens), netto	1975M04	1038
kärnkraft (kondens), netto	1975M05	923
kärnkraft (kondens), netto	1975M06	366
kärnkraft (kondens), netto	1975M07	670
kärnkraft (kondens), netto	1975M08	513
kärnkraft (kondens), netto	1975M09	912
kärnkraft (kondens), netto	1975M10	1381
kärnkraft (kondens), netto	1975M11	1420
kärnkraft (kondens), netto	1975M12	1776
kärnkraft (kondens), netto	1976M01	1457
kärnkraft (kondens), netto	1976M02	1469
kärnkraft (kondens), netto	1976M03	1211
kärnkraft (kondens), netto	1976M04	1568
kärnkraft (kondens), netto	1976M05	1423
kärnkraft (kondens), netto	1976M06	969
kärnkraft (kondens), netto	1976M07	794
kärnkraft (kondens), netto	1976M08	1012
kärnkraft (kondens), netto	1976M09	944
kärnkraft (kondens), netto	1976M10	1334
kärnkraft (kondens), netto	1976M11	1155
kärnkraft (kondens), netto	1976M12	1904
kärnkraft (kondens), netto	1977M01	1815
kärnkraft (kondens), netto	1977M02	1551
kärnkraft (kondens), netto	1977M03	1728
kärnkraft (kondens), netto	1977M04	1640
kärnkraft (kondens), netto	1977M05	1211
kärnkraft (kondens), netto	1977M06	1090
kärnkraft (kondens), netto	1977M07	1145
kärnkraft (kondens), netto	1977M08	1203
kärnkraft (kondens), netto	1977M09	1302
kärnkraft (kondens), netto	1977M10	1516
kärnkraft (kondens), netto	1977M11	2162
kärnkraft (kondens), netto	1977M12	2617
kärnkraft (kondens), netto	1978M01	2506
kärnkraft (kondens), netto	1978M02	2167
kärnkraft (kondens), netto	1978M03	2422
kärnkraft (kondens), netto	1978M04	1911
kärnkraft (kondens), netto	1978M05	1474
kärnkraft (kondens), netto	1978M06	1588
kärnkraft (kondens), netto	1978M07	1081
kärnkraft (kondens), netto	1978M08	938
kärnkraft (kondens), netto	1978M09	1713
kärnkraft (kondens), netto	1978M10	2215
kärnkraft (kondens), netto	1978M11	2204
kärnkraft (kondens), netto	1978M12	2499
kärnkraft (kondens), netto	1979M01	2227
kärnkraft (kondens), netto	1979M02	1885
kärnkraft (kondens), netto	1979M03	2565
kärnkraft (kondens), netto	1979M04	1386
kärnkraft (kondens), netto	1979M05	1213
kärnkraft (kondens), netto	1979M06	957
kärnkraft (kondens), netto	1979M07	955
kärnkraft (kondens), netto	1979M08	1040
kärnkraft (kondens), netto	1979M09	1306
kärnkraft (kondens), netto	1979M10	1963
kärnkraft (kondens), netto	1979M11	2205
kärnkraft (kondens), netto	1979M12	2411
kärnkraft (kondens), netto	1980M01	2405
kärnkraft (kondens), netto	1980M02	2324
kärnkraft (kondens), netto	1980M03	2241
kärnkraft (kondens), netto	1980M04	1793
kärnkraft (kondens), netto	1980M05	1580
kärnkraft (kondens), netto	1980M06	1581
kärnkraft (kondens), netto	1980M07	1410
kärnkraft (kondens), netto	1980M08	1355
kärnkraft (kondens), netto	1980M09	1756
kärnkraft (kondens), netto	1980M10	2323
kärnkraft (kondens), netto	1980M11	3146
kärnkraft (kondens), netto	1980M12	3417
kärnkraft (kondens), netto	1981M01	3379
kärnkraft (kondens), netto	1981M02	3447
kärnkraft (kondens), netto	1981M03	3499
kärnkraft (kondens), netto	1981M04	3150
kärnkraft (kondens), netto	1981M05	2690
kärnkraft (kondens), netto	1981M06	2681
kärnkraft (kondens), netto	1981M07	1369
kärnkraft (kondens), netto	1981M08	2443
kärnkraft (kondens), netto	1981M09	2869
kärnkraft (kondens), netto	1981M10	3121
kärnkraft (kondens), netto	1981M11	3409
kärnkraft (kondens), netto	1981M12	3921
kärnkraft (kondens), netto	1982M01	3879
kärnkraft (kondens), netto	1982M02	3117
kärnkraft (kondens), netto	1982M03	3656
kärnkraft (kondens), netto	1982M04	3637
kärnkraft (kondens), netto	1982M05	2641
kärnkraft (kondens), netto	1982M06	1853
kärnkraft (kondens), netto	1982M07	1168
kärnkraft (kondens), netto	1982M08	1869
kärnkraft (kondens), netto	1982M09	3574
kärnkraft (kondens), netto	1982M10	4015
kärnkraft (kondens), netto	1982M11	3812
kärnkraft (kondens), netto	1982M12	4040
kärnkraft (kondens), netto	1983M01	4002
kärnkraft (kondens), netto	1983M02	3546
kärnkraft (kondens), netto	1983M03	3949
kärnkraft (kondens), netto	1983M04	3096
kärnkraft (kondens), netto	1983M05	2271
kärnkraft (kondens), netto	1983M06	2247
kärnkraft (kondens), netto	1983M07	1937
kärnkraft (kondens), netto	1983M08	2572
kärnkraft (kondens), netto	1983M09	2865
kärnkraft (kondens), netto	1983M10	3432
kärnkraft (kondens), netto	1983M11	4310
kärnkraft (kondens), netto	1983M12	4829
kärnkraft (kondens), netto	1984M01	5078
kärnkraft (kondens), netto	1984M02	4822
kärnkraft (kondens), netto	1984M03	5186
kärnkraft (kondens), netto	1984M04	4251
kärnkraft (kondens), netto	1984M05	3112
kärnkraft (kondens), netto	1984M06	2610
kärnkraft (kondens), netto	1984M07	2322
kärnkraft (kondens), netto	1984M08	3304
kärnkraft (kondens), netto	1984M09	3992
